redundancy_cluster_id,direction,decision_tf,size,jaccard_threshold,representative_composite_id,alias_composite_ids,members,COMPOSITE_REDUNDANCY_METHOD
NR-000658,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5555fdf9c3c4ca3a,"[""COMP|T3_ANCHOR_TRANSITION|UP|6d78d36313be9f73"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5f0be43189b33458"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5f8660e8098e968c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8a11c10cfe1dbcd9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|977c2a1ccbdc0655"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|bbebd9e651dfffe2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f4db8729fd619432""]","[""COMP|T3_ANCHOR_TRANSITION|UP|6d78d36313be9f73"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5555fdf9c3c4ca3a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5f0be43189b33458"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5f8660e8098e968c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8a11c10cfe1dbcd9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|977c2a1ccbdc0655"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|bbebd9e651dfffe2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f4db8729fd619432""]",EVENT_STREAM_JACCARD
NR-000659,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|56c445cabf2e70cb,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c6bea41f05a38f21""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|56c445cabf2e70cb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c6bea41f05a38f21""]",EVENT_STREAM_JACCARD
NR-000660,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|fe709f2ce7050f96,"[""COMP|T3_ANCHOR_TRANSITION|UP|d1741e7f95e712bc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|04bc64ddc75527e8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2646ffbaabe76b9f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6cfd9e7af6482014"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|752d7bc57c39ec13"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8097a982adc98390"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|aec4010e0eb6bd98""]","[""COMP|T3_ANCHOR_TRANSITION|UP|d1741e7f95e712bc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|04bc64ddc75527e8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2646ffbaabe76b9f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6cfd9e7af6482014"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|752d7bc57c39ec13"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8097a982adc98390"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|aec4010e0eb6bd98"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|fe709f2ce7050f96""]",EVENT_STREAM_JACCARD
NR-000661,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|16d17bc472cbb0b9,"[""COMP|T3_ANCHOR_TRANSITION|UP|33703c1de371c6f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|46ecb7e9241b8f37"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4b35d32f5ed47670"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|62e8d9b1555a366c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|807dce826f896a9a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c35ed325f7c508fd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|eb571a6cd8f6af1a""]","[""COMP|T3_ANCHOR_TRANSITION|UP|33703c1de371c6f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|16d17bc472cbb0b9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|46ecb7e9241b8f37"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4b35d32f5ed47670"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|62e8d9b1555a366c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|807dce826f896a9a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c35ed325f7c508fd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|eb571a6cd8f6af1a""]",EVENT_STREAM_JACCARD
NR-000662,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|30057a16d6ed14d5,"[""COMP|T3_ANCHOR_TRANSITION|UP|5425c88f834c1037"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0a19c5f724453435"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7a32ce7f7b1c4453"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8390da512e002713"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|a02bf2f6b93e007d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d65478485e6746c6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|e248ab0cea255dbc""]","[""COMP|T3_ANCHOR_TRANSITION|UP|5425c88f834c1037"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0a19c5f724453435"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|30057a16d6ed14d5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7a32ce7f7b1c4453"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|8390da512e002713"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|a02bf2f6b93e007d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d65478485e6746c6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|e248ab0cea255dbc""]",EVENT_STREAM_JACCARD
NR-000663,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cd0a2eb2deacc2a6,"[""COMP|T3_ANCHOR_TRANSITION|UP|a028131223988966"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1846e0de6aa9a62e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|18de9d500e489c67"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4db0c2e019befd2d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|571f11a56704ad6e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f18a028d28ff8353"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f1eacf6d4b0591a1""]","[""COMP|T3_ANCHOR_TRANSITION|UP|a028131223988966"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1846e0de6aa9a62e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|18de9d500e489c67"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4db0c2e019befd2d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|571f11a56704ad6e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cd0a2eb2deacc2a6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f18a028d28ff8353"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f1eacf6d4b0591a1""]",EVENT_STREAM_JACCARD
NR-000664,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d273a0f259c97512,"[""COMP|T3_ANCHOR_TRANSITION|UP|ca8493d39c5e3ba5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|18bc0f576e4c1e8c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1b8e9f414a2177bb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|278b3297589bc495"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2b2849881df816bd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|876af9bbba27bae6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c345aca1e04b43d3""]","[""COMP|T3_ANCHOR_TRANSITION|UP|ca8493d39c5e3ba5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|18bc0f576e4c1e8c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1b8e9f414a2177bb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|278b3297589bc495"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2b2849881df816bd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|876af9bbba27bae6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c345aca1e04b43d3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d273a0f259c97512""]",EVENT_STREAM_JACCARD
NR-000665,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|283ba8400327e61e,"[""COMP|T3_ANCHOR_TRANSITION|UP|3554ec9c65f45222"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1a7b4c5f7ceb206c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1b0259a950dc175a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|400ed6139cdd0237"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4c1f93e9ea5572f7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7321d13ca4f48774"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c6c182549616c07d""]","[""COMP|T3_ANCHOR_TRANSITION|UP|3554ec9c65f45222"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1a7b4c5f7ceb206c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1b0259a950dc175a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|283ba8400327e61e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|400ed6139cdd0237"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4c1f93e9ea5572f7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7321d13ca4f48774"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c6c182549616c07d""]",EVENT_STREAM_JACCARD
NR-000666,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|714cfccd36d2109f,"[""COMP|T3_ANCHOR_TRANSITION|UP|a5e575e6645eaa1e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0863829e68694159"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0c9f9d78c3aed750"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6012170f6f33da80"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|71970a6f7d1ebe89"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|dfe75000d884f9fe"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|e31d398d908700c3""]","[""COMP|T3_ANCHOR_TRANSITION|UP|a5e575e6645eaa1e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0863829e68694159"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0c9f9d78c3aed750"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6012170f6f33da80"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|714cfccd36d2109f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|71970a6f7d1ebe89"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|dfe75000d884f9fe"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|e31d398d908700c3""]",EVENT_STREAM_JACCARD
NR-000667,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b6573065eaf14bd1,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|68c15e798da64fa6""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|68c15e798da64fa6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b6573065eaf14bd1""]",EVENT_STREAM_JACCARD
NR-000668,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5658c183cbec4a05,"[""COMP|T3_ANCHOR_TRANSITION|UP|20cd335f99477280"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|40e4de53157d0c83"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4d010df8c8046183"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|783ff47a8be188df"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|80c7419f4f462d2b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|81c221e55241210b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ca30effd001f95db""]","[""COMP|T3_ANCHOR_TRANSITION|UP|20cd335f99477280"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|40e4de53157d0c83"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4d010df8c8046183"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5658c183cbec4a05"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|783ff47a8be188df"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|80c7419f4f462d2b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|81c221e55241210b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ca30effd001f95db""]",EVENT_STREAM_JACCARD
NR-000669,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6f5b9f6afffc0efe,"[""COMP|T3_ANCHOR_TRANSITION|UP|ab29f6fdeacb0b4c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|08ce0553a3da694d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|14654588bc8fe8ff"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|22f6e0c021c2b7a3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|762af89c5dfb7a9b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cd9b0b4b8957c4d9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|df9d2b1be3698f95""]","[""COMP|T3_ANCHOR_TRANSITION|UP|ab29f6fdeacb0b4c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|08ce0553a3da694d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|14654588bc8fe8ff"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|22f6e0c021c2b7a3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6f5b9f6afffc0efe"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|762af89c5dfb7a9b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cd9b0b4b8957c4d9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|df9d2b1be3698f95""]",EVENT_STREAM_JACCARD
NR-000670,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|3b84a32cd814d4c8,"[""COMP|T3_ANCHOR_TRANSITION|UP|fc32008ebf5095f4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0c312686664c989a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|41d934fe674f9201"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|46e14427edfb10e5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7470fa1633231e94"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|76caf1267e5adecb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|af3c5a7b05329ea3""]","[""COMP|T3_ANCHOR_TRANSITION|UP|fc32008ebf5095f4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0c312686664c989a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|3b84a32cd814d4c8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|41d934fe674f9201"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|46e14427edfb10e5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7470fa1633231e94"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|76caf1267e5adecb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|af3c5a7b05329ea3""]",EVENT_STREAM_JACCARD
NR-000671,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|80ff416b493a4b16,"[""COMP|T3_ANCHOR_TRANSITION|UP|1f3a4cf264378ac0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0f72b199c580fbdc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|106b3c92778df69d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|393e234d1acb011a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|a56266ea73401140"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ad8fedaf2ce78074"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b0bdce5788f34f58""]","[""COMP|T3_ANCHOR_TRANSITION|UP|1f3a4cf264378ac0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0f72b199c580fbdc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|106b3c92778df69d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|393e234d1acb011a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|80ff416b493a4b16"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|a56266ea73401140"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ad8fedaf2ce78074"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b0bdce5788f34f58""]",EVENT_STREAM_JACCARD
NR-000672,UP,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0de9f14fd1b9a357,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|812b959266f47cb9""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|0de9f14fd1b9a357"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|812b959266f47cb9""]",EVENT_STREAM_JACCARD
NR-000673,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2a69340064ffd81c,"[""COMP|T3_ANCHOR_TRANSITION|UP|c3bfa6c73e63e8d3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|25d47b19611369b7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|359cb68526787e57"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7501e2c723c422c7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c11d50f399bc2d4f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d7500b6369094720"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|db2eab09ac3365c5""]","[""COMP|T3_ANCHOR_TRANSITION|UP|c3bfa6c73e63e8d3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|25d47b19611369b7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2a69340064ffd81c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|359cb68526787e57"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7501e2c723c422c7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c11d50f399bc2d4f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d7500b6369094720"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|db2eab09ac3365c5""]",EVENT_STREAM_JACCARD
NR-000674,UP,30m,4,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|fde22918e475f89f,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|30535b4b158c5ef4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|70fa5cf93a9ea012"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d01bdf0b09fbdef3""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|30535b4b158c5ef4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|70fa5cf93a9ea012"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d01bdf0b09fbdef3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|fde22918e475f89f""]",EVENT_STREAM_JACCARD
NR-000675,UP,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1e136c11c589d393,"[""COMP|T3_ANCHOR_TRANSITION|UP|e93312be08031692"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|487ed59a645291b0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6600e55e6187937d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|73bb2913b039ea4f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|88a4fee67a462752"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9c879ac59c659975""]","[""COMP|T3_ANCHOR_TRANSITION|UP|e93312be08031692"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|1e136c11c589d393"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|487ed59a645291b0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6600e55e6187937d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|73bb2913b039ea4f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|88a4fee67a462752"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9c879ac59c659975""]",EVENT_STREAM_JACCARD
NR-000676,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cac9e53ae3b032ef,"[""COMP|T3_ANCHOR_TRANSITION|UP|4d8de527e4be6f08"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|46dcccb78b045db6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|493572acfc9c435c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5210cc75a8fd276d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9d5c1bc1240dd7ce"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b97bfabb171758a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f6157698fc9ac017""]","[""COMP|T3_ANCHOR_TRANSITION|UP|4d8de527e4be6f08"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|46dcccb78b045db6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|493572acfc9c435c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|5210cc75a8fd276d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|9d5c1bc1240dd7ce"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b97bfabb171758a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|cac9e53ae3b032ef"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|f6157698fc9ac017""]",EVENT_STREAM_JACCARD
NR-000677,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|57d6a689eae10db4,"[""COMP|T3_ANCHOR_TRANSITION|UP|a94889fcb28cc917"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2687071120bad73d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|37a0f5ec518a88a2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6af5df2f26a99b2b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7e7792589d6eba68"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|974fd083ba265012"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ff737097bc33ebf3""]","[""COMP|T3_ANCHOR_TRANSITION|UP|a94889fcb28cc917"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2687071120bad73d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|37a0f5ec518a88a2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|57d6a689eae10db4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|6af5df2f26a99b2b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7e7792589d6eba68"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|974fd083ba265012"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ff737097bc33ebf3""]",EVENT_STREAM_JACCARD
NR-000678,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|119dbb2b71de2b76,"[""COMP|T3_ANCHOR_TRANSITION|UP|2700cdcaef2700b4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|3fb6fca6d2031c2b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4710d4ae3af8af58"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|63e114161948dccc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|967a4beadab62ca0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b714d5700374c19f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c5e729492c3c1698""]","[""COMP|T3_ANCHOR_TRANSITION|UP|2700cdcaef2700b4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|119dbb2b71de2b76"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|3fb6fca6d2031c2b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|4710d4ae3af8af58"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|63e114161948dccc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|967a4beadab62ca0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|b714d5700374c19f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|c5e729492c3c1698""]",EVENT_STREAM_JACCARD
NR-000679,UP,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ab7565f2d4dbd883,"[""COMP|T3_ANCHOR_TRANSITION|UP|3ca263de40d6d399"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2f7db1a9ee41ed28"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|745ed213b5b72090"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7b8a70c58adb8fc9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ab7c07deec1378c6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d7ccc7ae5de09602"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ebd23f3e7ea575b7""]","[""COMP|T3_ANCHOR_TRANSITION|UP|3ca263de40d6d399"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|2f7db1a9ee41ed28"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|745ed213b5b72090"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|7b8a70c58adb8fc9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ab7565f2d4dbd883"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ab7c07deec1378c6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|d7ccc7ae5de09602"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|UP|ebd23f3e7ea575b7""]",EVENT_STREAM_JACCARD
